question,correct_answer,generated_answer,exact_match,bleu_score,rouge_1,rouge_2,rouge_L,bert_P,bert_R,bert_F1
What are the genetic changes related to spastic paraplegia type 7 ?,"Mutations in the SPG7 gene cause spastic paraplegia type 7. The SPG7 gene provides instructions for producing a protein called paraplegin. Located within the inner membrane of the energy-producing centers of cells (mitochondria), paraplegin is one of the proteins that form a complex called the m-AAA protease. The m-AAA protease is responsible for assembling ribosomes (cellular structures that process the cell's genetic instructions to create proteins) and removing nonfunctional proteins in the mitochondria. When there is a mutation in paraplegin, the m-AAA protease cannot function correctly. Nonfunctional m-AAA proteases cause a build up of unusable proteins in the mitochondria of nerve cells, which can result in swelling of the cell, reduced cell signaling, and impaired cell movement, leading to the major signs and symptoms of spastic paraplegia type 7.","The genetic changes related to spastic paraplegia type 7 (SPG7) involve mutations in both copies of the gene in each cell, leading to impaired cell movement. The condition is typically inherited in an autosomal recessive pattern, but rare cases are inherited in an autosomal dominant pattern.",False,3.6589969549528217e-79,0.2651933701657458,0.0893854748603351,0.1767955801104972,0.862839937210083,0.8288986682891846,0.845528781414032
Is spastic paraplegia type 7 inherited ?,"This condition is inherited in an autosomal recessive pattern, which means both copies of the gene in each cell have mutations. The parents of an individual with an autosomal recessive condition each carry one copy of the mutated gene, but they typically do not show signs and symptoms of the condition.","Yes, most cases of spastic paraplegia type 7 (SPG7) are inherited in an autosomal recessive pattern. This means that both copies of the gene in each cell have mutations. However, there are also rare cases where it is inherited in an autosomal dominant pattern, which means one copy of the altered gene in each cell is sufficient to cause the disorder.",False,0.2956566908905546,0.5357142857142858,0.3818181818181818,0.4464285714285714,0.8955680727958679,0.910380244255066,0.9029134511947632
What are the treatments for spastic paraplegia type 7 ?,"These resources address the diagnosis or management of spastic paraplegia type 7:  - Gene Review: Gene Review: Hereditary Spastic Paraplegia Overview  - Gene Review: Gene Review: Spastic Paraplegia 7  - Genetic Testing Registry: Spastic paraplegia 7  - Spastic Paraplegia Foundation, Inc.: Treatments and Therapies   These resources from MedlinePlus offer information about the diagnosis and management of various health conditions:  - Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care","The text doesn't mention specific treatments or management options for spastic paraplegia type 7, but it mentions that rare cases of this disorder are inherited in an autosomal dominant pattern. It also provides general information about the disorder and its effects on nerve cells and muscle movement. Therefore, I don't know what the treatments for spastic paraplegia type 7 are.",False,1.5370453535380848e-78,0.265625,0.1111111111111111,0.1875,0.8601068258285522,0.8177258372306824,0.8383811116218567
Do you have information about HIV/AIDS in Women,"Summary : HIV, the human immunodeficiency virus, kills or damages cells of the body's immune system. The most advanced stage of infection with HIV is AIDS, which stands for acquired immunodeficiency syndrome.     HIV often spreads through unprotected sex with an infected person. It may also spread by sharing drug needles or through contact with the blood of an infected person.    Women can get HIV more easily during vaginal sex than men can. And if they do get HIV, they have unique problems, including:       - Complications such as repeated vaginal yeast infections, severe pelvic inflammatory disease (PID), and a higher risk of cervical cancer    - Different side effects from the drugs that treat HIV    - The risk of giving HIV to their baby while pregnant or during childbirth       There is no cure, but there are many medicines to fight both HIV infection and the infections and cancers that come with it. People can live with the disease for many years.","Yes, this site has information on how HIV/AIDS affects women differently from men, including:

* A higher risk of yeast infections and inflammatory disease (PID)
* A higher risk of cervical cancer
* Cycle problems
* A higher risk of osteoporosis
* A higher risk of heart disease, especially heart attacks or severe hot flashes
* Severe side effects from HIV medicines

Additionally, the site notes that one in four people living with HIV are women.",False,0.0307051193250397,0.3348017621145374,0.1244444444444444,0.2290748898678413,0.8624067902565002,0.8224256038665771,0.8419418334960938
What is (are) Breast Cancer ?,"Key Points
                    - Breast cancer is a disease in which malignant (cancer) cells form in the tissues of the breast.    -  A family history of breast cancer and other factors increase the risk of breast cancer.    - Breast cancer is sometimes caused by inherited gene mutations (changes).     -  The use of certain medicines and other factors decrease the risk of breast cancer.    - Signs of breast cancer include a lump or change in the breast.    - Tests that examine the breasts are used to detect (find) and diagnose breast cancer.    - If cancer is found, tests are done to study the cancer cells.    - Certain factors affect prognosis (chance of recovery) and treatment options.
                
                
                    Breast cancer is a disease in which malignant (cancer) cells form in the tissues of the breast.
                    The breast is made up of lobes and ducts. Each breast has 15 to 20 sections called lobes. Each lobe has many smaller sections called lobules. Lobules end in dozens of tiny bulbs that can make milk. The lobes, lobules, and bulbs are linked by thin tubes called ducts.      Each breast also has blood vessels and lymph vessels. The lymph vessels carry an almost colorless fluid called lymph. Lymph vessels carry lymph between lymph nodes. Lymph nodes are small bean-shaped structures that are found throughout the body. They filter substances in lymph and help fight infection and disease. Clusters of lymph nodes are found near the breast in the axilla (under the arm), above the collarbone, and in the chest.   The most common type of breast cancer is ductal carcinoma, which begins in the cells of the ducts. Cancer that begins in the lobes or lobules is called lobular carcinoma and is more often found in both breasts than are other types of breast cancer. Inflammatory breast cancer is an uncommon type of breast cancer in which the breast is warm, red, and swollen.    See the following PDQ summaries for more information about breast cancer:         -  Breast Cancer Prevention     -  Breast Cancer Screening     -  Breast Cancer Treatment and Pregnancy     -  Male Breast Cancer Treatment     -  Unusual Cancers of Childhood Treatment (for information about breast cancer in childhood)","Breast cancer is a disease in which malignant cancer cells form in the tissues of the breast.

It can be caused by various factors such as inherited gene mutations, family history of breast cancer, and other risk factors. It can spread through tissue, the lymph system, and the blood, and is often diagnosed through lumps that can be felt during a physical examination.

There are different stages of breast cancer, including stage IIA, in which the biomarker status is used to determine the cancer stage for a woman whose first treatment was surgery.",False,0.0139439701149015,0.2870159453302961,0.160183066361556,0.2095671981776765,0.8753830194473267,0.7709920406341553,0.8198779821395874
Who is at risk for Breast Cancer? ?,"A family history of breast cancer and other factors increase the risk of breast cancer.
                    Anything that increases your chance of getting a disease is called a risk factor. Having a risk factor does not mean that you will get cancer; not having risk factors doesn't mean that you will not get cancer. Talk to your doctor if you think you may be at risk for breast cancer.    Risk factors for breast cancer include the following:            - A personal history of invasive breast cancer, ductal carcinoma in situ (DCIS), or lobular carcinoma in situ (LCIS).     - A personal history of benign (noncancer) breast disease.     - A family history of breast cancer in a first-degree relative (mother, daughter, or sister).     - Inherited changes in the  BRCA1  or  BRCA2  genes or in other genes that increase the risk of breast cancer.     - Breast tissue that is dense on a mammogram.     -  Exposure of breast tissue to estrogen made by the body. This may be caused by:                  -  Menstruating at an early age.       -  Older age at first birth or never having given birth.       - Starting menopause at a later age.                - Taking hormones such as estrogen combined with progestin for symptoms of menopause.     - Treatment with radiation therapy to the breast/chest.     - Drinking alcohol.     -  Obesity.           Older age is the main risk factor for most cancers. The chance of getting cancer increases as you get older.      NCI's Breast Cancer Risk Assessment Tool uses a woman's risk factors to estimate her risk for breast cancer during the next five years and up to age 90. This online tool is meant to be used by a health care provider. For more information on breast cancer risk, call 1-800-4-CANCER.","According to the provided context, individuals who are at risk for breast cancer include:

* Women with BRCA1 and BRCA2 gene changes
* Those with a personal history of breast cancer or benign noncancer breast disease
* Individuals with reproductive histories that lead to more exposure to estrogen hormone, such as:
	+ An early age at first birth
	+ Never having given birth
	+ A later age at first birth
* Women who undergo therapy for symptoms of menopause, including hormone replacement therapy (HRT)
* Those who have undergone radiation therapy to the breast or chest

Additionally, women with very dense breasts on a mammogram are also considered to be at higher risk of breast cancer.

It's worth noting that age is the main risk factor for most cancers, and the chance of getting cancer increases as you get older.",False,0.0881840364408951,0.4757281553398058,0.2878048780487804,0.3155339805825242,0.8622371554374695,0.7873201966285706,0.8230774402618408
How to prevent Breast Cancer ?,The use of certain medicines and other factors decrease the risk of breast cancer. Anything that decreases your chance of getting a disease is called a protective factor.    Protective factors for breast cancer include the following:            - Taking any of the following:                  -  Estrogen-only hormone therapy after a hysterectomy.       -  Selective estrogen receptor modulators (SERMs).        -  Aromatase inhibitors.                - Less exposure of breast tissue to estrogen made by the body. This can be a result of:                  - Early pregnancy.       - Breastfeeding.                - Getting enough exercise.     - Having any of the following procedures:                  -  Mastectomy to reduce the risk of cancer.       -  Oophorectomy to reduce the risk of cancer.       -  Ovarian ablation.,"To help prevent breast cancer, you may be able to make healthy lifestyle changes such as:

* Being at a healthy weight
* Avoiding alcohol use
* Getting regular exercise
* Reducing your exposure to estrogen by:
	+ Quitting smoking (if applicable)
	+ Exercising regularly
	+ Limiting hormone therapy if possible

If you are at high risk, your healthcare provider may suggest certain medicines to lower the risk. Additionally, women at very high risk may consider getting a mastectomy of their healthy breasts.

It's also recommended to participate in clinical trials that study ways to prevent breast cancer.

Consult with your doctor or other health care professional about how you might lower your risk of breast cancer based on your individual factors and reproductive history.",False,1.2936884949097547e-78,0.3287671232876712,0.0829493087557603,0.1461187214611872,0.8247861862182617,0.7384147644042969,0.7792143225669861
Is Breast Cancer inherited ?,"Breast cancer is sometimes caused by inherited gene mutations (changes). The genes in cells carry the hereditary information that is received from a persons parents. Hereditary breast cancer makes up about 5% to 10% of all breast cancer. Some mutated genes related to breast cancer are more common in certain ethnic groups.   Women who have certain gene mutations, such as a BRCA1 or BRCA2 mutation, have an increased risk of breast cancer. These women also have an increased risk of ovarian cancer, and may have an increased risk of other cancers. Men who have a mutated gene related to breast cancer also have an increased risk of breast cancer. For more information, see the PDQ summary on Male Breast Cancer Treatment.   There are tests that can detect (find) mutated genes. These genetic tests are sometimes done for members of families with a high risk of cancer. See the PDQ summary on Genetics of Breast and Gynecologic Cancers for more information.","The answer to your question is complex and nuanced.

According to the provided text:

* ""cases of breast cancer are not caused by inherited genetic factors. cancers are associated with somatic mutations in breast cells that are acquired during a person's lifetime, and they do not cluster in families.""
* However, there are instances where breast cancer can be linked to hereditary factors, specifically when certain genes such as BRCA1 and BRCA2 are involved.
* In these cases, the disease follows an autosomal dominant pattern of inheritance, meaning that one copy of the mutated gene is sufficient to increase the risk of developing cancer.

So, to answer your question: it's not a simple yes or no. Breast cancer can be inherited in certain cases, but this is relatively rare and limited to specific genetic mutations.",False,1.5057861194871026e-78,0.4149659863945578,0.0958904109589041,0.238095238095238,0.8543059825897217,0.8626217842102051,0.8584437370300293
What are the symptoms of Breast Cancer ?,"Signs of breast cancer include a lump or change in the breast. These and other signs may be caused by breast cancer or by other conditions. Check with your doctor if you have any of the following:         - A lump or thickening in or near the breast or in the underarm area.    - A change in the size or shape of the breast.    - A dimple or puckering in the skin of the breast.    - A nipple turned inward into the breast.    - Fluid, other than breast milk, from the nipple, especially if it's bloody.    - Scaly, red, or swollen skin on the breast, nipple, or areola (the dark area of skin around the nipple).    - Dimples in the breast that look like the skin of an orange, called peau dorange.","The signs and symptoms of breast cancer include:

* A new lump or thickening in or near the breast or in the armpit.
* A change in the size or shape of the breast.
* A dimple or puckering in the skin of the breast, which may look like the skin of an orange.
* A nipple turned inward into the breast.
* Discharge other than breast milk, which might be bloody or happen in only one breast.
* Red, or swollen skin in the nipple area or the breast.

Note: These symptoms can also occur as part of many different conditions and do not necessarily mean that a person definitely has breast cancer.",False,0.3372070676444674,0.6952789699570815,0.4761904761904761,0.5064377682403434,0.910970151424408,0.8880981802940369,0.8993887901306152
How to diagnose Breast Cancer ?,"Tests that examine the breasts are used to detect (find) and diagnose breast cancer.
                    Check with your doctor if you notice any changes in your breasts. The following tests and procedures may be used:         -   Physical exam and history : An exam of the body to check general signs of health, including checking for signs of disease, such as lumps or anything else that seems unusual. A history of the patients health habits and past illnesses and treatments will also be taken.     -   Clinical breast exam (CBE): An exam of the breast by a doctor or other health professional. The doctor will carefully feel the breasts and under the arms for lumps or anything else that seems unusual.    -  Mammogram: An x-ray of the breast.     -   Ultrasound exam: A procedure in which high-energy sound waves (ultrasound) are bounced off internal tissues or organs and make echoes. The echoes form a picture of body tissues called a sonogram. The picture can be printed to be looked at later.    -    MRI (magnetic resonance imaging): A procedure that uses a magnet, radio waves, and a computer to make a series of detailed pictures of both breasts. This procedure is also called nuclear magnetic resonance imaging (NMRI).    -   Blood chemistry studies : A procedure in which a blood sample is checked to measure the amounts of certain substances released into the blood by organs and tissues in the body. An unusual (higher or lower than normal) amount of a substance can be a sign of disease.     -   Biopsy : The removal of cells or tissues so they can be viewed under a microscope by a pathologist to check for signs of cancer. If a lump in the breast is found, a biopsy may be done.  There are four types of biopsy used to check for breast cancer:               -  Excisional biopsy : The removal of an entire lump of tissue.       -  Incisional biopsy : The removal of part of a lump or a sample of tissue.       -  Core biopsy : The removal of tissue using a wide needle.       -  Fine-needle aspiration (FNA) biopsy : The removal of tissue or fluid, using a thin needle.
                
                
                    If cancer is found, tests are done to study the cancer cells.
                    Decisions about the best treatment are based on the results of these tests. The tests give information about:         - how quickly the cancer may grow.    - how likely it is that the cancer will spread through the body.    - how well certain treatments might work.    - how likely the cancer is to recur (come back).        Tests include the following:         -   Estrogen and progesterone receptor test : A test to measure the amount of estrogen and progesterone (hormones) receptors in cancer tissue. If there are more estrogen and progesterone receptors than normal, the cancer is called estrogen and/or progesterone receptor positive. This type of breast cancer may grow more quickly. The test results show whether treatment to block estrogen and progesterone may stop the cancer from growing.    -   Human epidermal growth factor type 2 receptor (HER2/neu) test : A laboratory test to measure how many HER2/neu genes there are and how much HER2/neu protein is made in a sample of tissue. If there are more HER2/neu genes or higher levels of HER2/neu protein than normal, the cancer is called HER2/neu positive. This type of breast cancer may grow more quickly and is more likely to spread to other parts of the body. The cancer may be treated with drugs that target the HER2/neu protein, such as trastuzumab and pertuzumab.    -  Multigene tests: Tests in which samples of tissue are studied to look at the activity of many genes at the same time. These tests may help predict whether cancer will spread to other parts of the body or recur (come back). There are many types of multigene tests. The following multigene tests have been studied in clinical trials:               -  Oncotype DX : This test helps predict whether stage I or stage II breast cancer that is estrogen receptor positive and node negative will spread to other parts of the body. If the risk that the cancer will spread is high, chemotherapy may be given to lower the risk.      -  MammaPrint : This test helps predict whether stage I or stage II breast cancer that is node negative will spread to other parts of the body. If the risk that the cancer will spread is high, chemotherapy may be given to lower the risk.                 Based on these tests, breast cancer is described as one of the following types:         -  Hormone receptor positive (estrogen and/or progesterone receptor positive) or hormone receptor negative (estrogen and/or progesterone receptor negative).    - HER2/neu positive or HER2/neu negative.    -  Triple negative (estrogen receptor, progesterone receptor, and HER2/neu negative).         This information helps the doctor decide which treatments will work best for your cancer.","A physical exam, including a clinical breast exam (CBE), medical history, tests such as mammogram, ultrasound, or MRI, and biopsy are used to diagnose breast cancer. 

(Note: This answer is based on the provided context)",False,1.1730784322417314e-87,0.072992700729927,0.0268292682926829,0.0583941605839416,0.8542453646659851,0.7736084461212158,0.8119296431541443
What is the outlook for Breast Cancer ?,"Certain factors affect prognosis (chance of recovery) and treatment options. The prognosis (chance of recovery) and treatment options depend on the following:         - The stage of the cancer (the size of the tumor and whether it is in the breast only or has spread to lymph nodes or other places in the body).    - The type of breast cancer.    - Estrogen receptor and progesterone receptor levels in the tumor tissue.    - Human epidermal growth factor type 2 receptor (HER2/neu) levels in the tumor tissue.    - Whether the tumor tissue is triple negative (cells that do not have estrogen receptors, progesterone receptors, or high levels of HER2/neu).    - How fast the tumor is growing.    - How likely the tumor is to recur (come back).    - A womans age, general health, and menopausal status (whether a woman is still having menstrual periods).    - Whether the cancer has just been diagnosed or has recurred (come back).","According to the provided text, there has been a 42% decline in breast cancer rates in women as of 2021. Additionally, some doctors recommend that a woman wait 2 years after treatment for breast cancer before trying to have a baby, which may affect her decision to become pregnant.

However, it's also stated that receiving chemotherapy should not breast-feed, and lactation does not improve the mother's prognosis. Moreover, metastatic tumor is defined as the same type of cancer as the primary tumor, which means that if breast cancer spreads to other parts of the body, such as the bone, the cancer cells in those areas are still breast cancer cells.

It's worth noting that while some cancers found by screening mammography may never cause health problems or become life-threatening (a phenomenon called overdiagnosis), having treatment for these cancers can lead to serious side effects.",False,4.343027491161967e-155,0.3186440677966101,0.0546075085324232,0.1627118644067796,0.8364104628562927,0.7938691973686218,0.8145847916603088
What are the stages of Breast Cancer ?,"Key Points
                    - After breast cancer has been diagnosed, tests are done to find out if cancer cells have spread within the breast or to other parts of the body.     - There are three ways that cancer spreads in the body.    - Cancer may spread from where it began to other parts of the body.    - The following stages are used for breast cancer:         - Stage 0 (carcinoma in situ)     - Stage I      - Stage II     - Stage IIIA     - Stage IIIB     - Stage IIIC     - Stage IV        - The treatment of breast cancer depends partly on the stage of the disease.
                
                
                    After breast cancer has been diagnosed, tests are done to find out if cancer cells have spread within the breast or to other parts of the body.
                    The process used to find out whether the cancer has spread within the breast or to other parts of the body is called staging. The information gathered from the staging process determines the stage of the disease. It is important to know the stage in order to plan treatment. The results of some of the tests used to diagnose breast cancer are also used to stage the disease. (See the General Information section.)    The following tests and procedures also may be used in the staging process:         -   Sentinel lymph node biopsy : The removal of the sentinel lymph node during surgery. The sentinel lymph node is the first lymph node to receive lymphatic drainage from a tumor. It is the first lymph node the cancer is likely to spread to from the tumor. A radioactive substance and/or blue dye is injected near the tumor. The substance or dye flows through the lymph ducts to the lymph nodes. The first lymph node to receive the substance or dye is removed. A pathologist views the tissue under a microscope to look for cancer cells. If cancer cells are not found, it may not be necessary to remove more lymph nodes.     -   Chest x-ray : An x-ray of the organs and bones inside the chest. An x-ray is a type of energy beam that can go through the body and onto film, making a picture of areas inside the body.    -   CT scan (CAT scan): A procedure that makes a series of detailed pictures of areas inside the body, taken from different angles. The pictures are made by a computer linked to an x-ray machine. A dye may be injected into a vein or swallowed to help the organs or tissues show up more clearly. This procedure is also called computed tomography, computerized tomography, or computerized axial tomography.     -   Bone scan : A procedure to check if there are rapidly dividing cells, such as cancer cells, in the bone. A very small amount of radioactive material is injected into a vein and travels through the bloodstream. The radioactive material collects in the bones and is detected by a scanner.    -   PET scan (positron emission tomography scan): A procedure to find malignant tumor cells in the body. A small amount of radioactive glucose (sugar) is injected into a vein. The PET scanner rotates around the body and makes a picture of where glucose is being used in the body. Malignant tumor cells show up brighter in the picture because they are more active and take up more glucose than normal cells do.
                
                
                    There are three ways that cancer spreads in the body.
                    Cancer can spread through tissue, the lymph system, and the blood:         - Tissue. The cancer spreads from where it began by growing into nearby areas.     - Lymph system. The cancer spreads from where it began by getting into the lymph system. The cancer travels through the lymph vessels to other parts of the body.     - Blood. The cancer spreads from where it began by getting into the blood. The cancer travels through the blood vessels to other parts of the body.
                
                
                    Cancer may spread from where it began to other parts of the body.
                    When cancer spreads to another part of the body, it is called metastasis. Cancer cells break away from where they began (the primary tumor) and travel through the lymph system or blood.         - Lymph system. The cancer gets into the lymph system, travels through the lymph vessels, and forms a tumor (metastatic tumor) in another part of the body.    - Blood. The cancer gets into the blood, travels through the blood vessels, and forms a tumor (metastatic tumor) in another part of the body.        The metastatic tumor is the same type of cancer as the primary tumor. For example, if breast cancer spreads to the bone, the cancer cells in the bone are actually breast cancer cells. The disease is metastatic breast cancer, not bone cancer.
                
                
                    The following stages are used for breast cancer:
                    This section describes the stages of breast cancer. The breast cancer stage is based on the results of tests that are done on the tumor and lymph nodes removed during surgery and on other tests.     Stage 0 (carcinoma in situ)    There are 3 types of breast carcinoma in situ:            -  Ductal carcinoma in situ (DCIS) is a noninvasive condition in which abnormal cells are found in the lining of a breast duct. The abnormal cells have not spread outside the duct to other tissues in the breast. In some cases, DCIS may become invasive cancer and spread to other tissues. At this time, there is no way to know which lesions could become invasive.     -  Lobular carcinoma in situ (LCIS) is a condition in which abnormal cells are found in the lobules of the breast. This condition seldom becomes invasive cancer. Information about LCIS is not included in this summary.     -  Paget disease of the nipple is a condition in which abnormal cells are found in the nipple only.               Stage I      In stage I, cancer has formed. Stage I is divided into stages IA and IB.            - In stage IA, the tumor is 2 centimeters or smaller. Cancer has not spread outside the breast.     - In stage IB, small clusters of breast cancer cells (larger than 0.2 millimeter but not larger than 2 millimeters) are found in the lymph nodes and either:                  - no tumor is found in the breast; or       - the tumor is 2 centimeters or smaller.                         Stage II     Stage II is divided into stages IIA and IIB.            - In stage IIA:                  - no tumor is found in the breast or the tumor is 2 centimeters or smaller. Cancer (larger than 2 millimeters) is found in 1 to 3 axillary lymph nodes or in the lymph nodes near the breastbone (found during a sentinel lymph node biopsy); or        - the tumor is larger than 2 centimeters but not larger than 5 centimeters. Cancer has not spread to the lymph nodes.                - In stage IIB, the tumor is:                  - larger than 2 centimeters but not larger than 5 centimeters. Small clusters of breast cancer cells (larger than 0.2 millimeter but not larger than 2 millimeters) are found in the lymph nodes; or        - larger than 2 centimeters but not larger than 5 centimeters. Cancer has spread to 1 to 3 axillary lymph nodes or to the lymph nodes near the breastbone (found during a sentinel lymph node biopsy); or        - larger than 5 centimeters. Cancer has not spread to the lymph nodes.                          Stage IIIA     In stage IIIA:            - no tumor is found in the breast or the tumor may be any size. Cancer is found in 4 to 9 axillary lymph nodes or in the lymph nodes near the breastbone (found during imaging tests or a physical exam); or      - the tumor is larger than 5 centimeters. Small clusters of breast cancer cells (larger than 0.2 millimeter but not larger than 2 millimeters) are found in the lymph nodes; or      - the tumor is larger than 5 centimeters. Cancer has spread to 1 to 3 axillary lymph nodes or to the lymph nodes near the breastbone (found during a sentinel lymph node biopsy).               Stage IIIB     In stage IIIB, the tumor may be any size and cancer has spread to the chest wall and/or to the skin of the breast and caused swelling or an ulcer. Also, cancer may have spread to:             - up to 9 axillary lymph nodes; or     - the lymph nodes near the breastbone.           Cancer that has spread to the skin of the breast may also be inflammatory breast cancer. See the section on Inflammatory Breast Cancer for more information.       Stage IIIC     In stage IIIC, no tumor is found in the breast or the tumor may be any size. Cancer may have spread to the skin of the breast and caused swelling or an ulcer and/or has spread to the chest wall. Also, cancer has spread to:             - 10 or more axillary lymph nodes; or     -  lymph nodes above or below the collarbone; or     - axillary lymph nodes and lymph nodes near the breastbone.           Cancer that has spread to the skin of the breast may also be inflammatory breast cancer. See the section on Inflammatory Breast Cancer for more information.       Stage IV     In stage IV, cancer has spread to other organs of the body, most often the bones, lungs, liver, or brain.
                
                
                    The treatment of breast cancer depends partly on the stage of the disease.
                    For ductal carcinoma in situ (DCIS) treatment options, see Ductal Carcinoma in Situ.   For treatment options for stage I, stage II, stage IIIA, and operable stage IIIC breast cancer, see Early, Localized, or Operable Breast Cancer.   For treatment options for stage IIIB, inoperable stage IIIC, and inflammatory breast cancer, see Locally Advanced or Inflammatory Breast Cancer.   For treatment options for cancer that has recurred near the area where it first formed, see Locoregional Recurrent Breast Cancer.   For treatment options for stage IV breast cancer or breast cancer that has recurred in other parts of the body, see Metastatic Breast Cancer.","Based on the provided context, there are three types of breast cancer stage groups used first to assign a stage for all patients based on health history, physical exam, imaging tests if done, and biopsies. These stages are described by the TNM system, tumor grade, and biomarker status (ER, PR, HER2).",False,9.872164246555477e-92,0.0410380205190102,0.0132930513595166,0.0301750150875075,0.8217857480049133,0.7350862622261047,0.7760219573974609
